Data;ProdutoID;CanalID;PromocaoID;Preco;Volume;Receita;Custo
2023-07-19;26;2;3;4050,00;9;36450,00;24063,87
2023-07-19;26;3;3;4050,00;4;16200,00;10664,10
2023-07-19;27;1;3;2070,00;7;14490,00;9852,82
2023-07-19;27;2;3;2070,00;4;8280,00;5175,38
2023-07-19;27;3;3;2070,00;7;14490,00;9408,95
2023-07-19;28;1;3;1350,00;10;13500,00;9109,95
2023-07-19;28;2;3;1350,00;3;4050,00;2695,81
2023-07-19;28;3;3;1350,00;7;9450,00;6618,72
2023-07-19;29;1;3;540,00;27;14580,00;10301,12
2023-07-19;29;2;3;540,00;25;13500,00;9842,85
2023-07-19;29;3;3;540,00;18;9720,00;6622,89
2023-07-19;30;1;3;675,00;10;6750,00;4746,97
2023-07-19;30;2;3;675,00;12;8100,00;5500,42
2023-07-19;30;3;3;675,00;8;5400,00;3852,48
2023-07-20;1;1;3;5220,00;20;104400,00;75306,19
2023-07-20;1;2;3;5220,00;19;99180,00;70792,55
2023-07-20;1;3;3;5220,00;15;78300,00;48262,98
2023-07-20;2;1;3;4230,00;11;46530,00;31844,81
2023-07-20;2;2;3;4230,00;8;33840,00;20811,22
2023-07-20;2;3;3;4230,00;12;50760,00;34136,94
2023-07-20;3;1;3;3420,00;8;27360,00;18479,67
2023-07-20;3;2;3;3420,00;24;82080,00;60897,62
2023-07-20;3;3;3;3420,00;16;54720,00;36268,62
2023-07-20;4;1;3;1710,00;18;30780,00;19240,35
2023-07-20;4;2;3;1710,00;14;23940,00;15645,79
2023-07-20;4;3;3;1710,00;6;10260,00;7354,54
2023-07-20;5;1;3;1260,00;18;22680,00;15551,21
2023-07-20;5;2;3;1260,00;7;8820,00;6020,46
2023-07-20;5;3;3;1260,00;13;16380,00;12129,57
2023-07-20;6;1;3;2880,00;12;34560,00;23711,54
2023-07-20;6;2;3;2880,00;20;57600,00;41740,53
2023-07-20;6;3;3;2880,00;12;34560,00;23320,11
2023-07-20;7;1;3;1530,00;16;24480,00;14919,22
2023-07-20;7;2;3;1530,00;20;30600,00;18510,72
2023-07-20;7;3;3;1530,00;7;10710,00;7015,68
2023-07-20;8;1;3;5580,00;15;83700,00;58408,35
2023-07-20;8;2;3;5580,00;20;111600,00;82460,57
2023-07-20;8;3;3;5580,00;14;78120,00;56661,29
2023-07-20;9;1;3;8550,00;2;17100,00;12341,40
2023-07-20;9;2;3;8550,00;4;34200,00;21121,69
2023-07-20;9;3;3;8550,00;5;42750,00;30891,07
2023-07-20;10;1;3;6480,00;8;51840,00;35945,89
2023-07-20;10;2;3;6480,00;8;51840,00;34518,29
2023-07-20;10;3;3;6480,00;3;19440,00;13009,21
2023-07-20;11;1;3;3600,00;4;14400,00;10412,23
2023-07-20;11;2;3;3600,00;6;21600,00;15657,47
2023-07-20;11;3;3;3600,00;3;10800,00;6545,78
2023-07-20;12;1;3;2700,00;8;21600,00;13712,61
2023-07-20;12;2;3;2700,00;7;18900,00;13658,96
2023-07-20;12;3;3;2700,00;2;5400,00;3722,18
2023-07-20;13;1;3;3060,00;7;21420,00;14931,27
2023-07-20;13;2;3;3060,00;8;24480,00;16169,22
2023-07-20;13;3;3;3060,00;2;6120,00;3954,20
2023-07-20;14;1;3;3150,00;2;6300,00;4273,67
2023-07-20;14;2;3;3150,00;7;22050,00;13702,76
2023-07-20;14;3;3;3150,00;4;12600,00;8030,39
2023-07-20;15;1;3;7020,00;4;28080,00;17175,32
2023-07-20;15;2;3;7020,00;7;49140,00;36439,34
2023-07-20;15;3;3;7020,00;1;7020,00;5062,24
2023-07-20;16;1;3;3780,00;3;11340,00;7888,01
2023-07-20;16;2;3;3780,00;4;15120,00;9547,02
2023-07-20;16;3;3;3780,00;1;3780,00;2752,73
2023-07-20;17;1;3;5580,00;5;27900,00;17308,13
2023-07-20;17;2;3;5580,00;3;16740,00;11108,95
2023-07-20;17;3;3;5580,00;4;22320,00;13498,49
2023-07-20;18;1;3;4950,00;4;19800,00;14273,64
2023-07-20;18;2;3;4950,00;3;14850,00;10312,15
2023-07-20;18;3;3;4950,00;3;14850,00;9080,34
2023-07-20;19;1;3;1620,00;3;4860,00;3448,80
2023-07-20;19;2;3;1620,00;2;3240,00;2146,81
2023-07-20;19;3;3;1620,00;2;3240,00;2179,47
2023-07-20;20;1;3;2700,00;3;8100,00;5937,27
2023-07-20;20;2;3;2700,00;3;8100,00;5834,47
2023-07-20;20;3;3;2700,00;3;8100,00;6030,66
2023-07-20;21;1;3;1710,00;31;53010,00;38955,17
2023-07-20;21;2;3;1710,00;44;75240,00;51963,23
2023-07-20;21;3;3;1710,00;20;34200,00;23697,80
2023-07-20;22;1;3;1980,00;10;19800,00;12196,94
2023-07-20;22;2;3;1980,00;12;23760,00;16588,02
2023-07-20;22;3;3;1980,00;24;47520,00;33856,24
2023-07-20;23;1;3;405,00;22;8910,00;6453,46
2023-07-20;23;2;3;405,00;44;17820,00;10907,89
2023-07-20;23;3;3;405,00;30;12150,00;8488,94
2023-07-20;24;1;3;765,00;13;9945,00;7218,38
2023-07-20;24;2;3;765,00;44;33660,00;20584,60
2023-07-20;24;3;3;765,00;18;13770,00;9144,94
2023-07-20;25;1;3;990,00;11;10890,00;7563,94
2023-07-20;25;2;3;990,00;24;23760,00;16981,95
2023-07-20;25;3;3;990,00;26;25740,00;16450,00
2023-07-20;26;1;3;4050,00;6;24300,00;16585,79
2023-07-20;26;2;3;4050,00;10;40500,00;28699,40
2023-07-20;26;3;3;4050,00;4;16200,00;11951,00
2023-07-20;27;1;3;2070,00;8;16560,00;12286,58
2023-07-20;27;2;3;2070,00;8;16560,00;11987,53
2023-07-20;27;3;3;2070,00;4;8280,00;6165,87
2023-07-20;28;1;3;1350,00;6;8100,00;5932,55
2023-07-20;28;2;3;1350,00;10;13500,00;8844,02
2023-07-20;28;3;3;1350,00;2;2700,00;1943,44
2023-07-20;29;1;3;540,00;26;14040,00;8744,31
2023-07-20;29;2;3;540,00;32;17280,00;11418,90
2023-07-20;29;3;3;540,00;8;4320,00;2710,19
2023-07-20;30;1;3;675,00;11;7425,00;5180,70
2023-07-20;30;2;3;675,00;28;18900,00;11403,59
2023-07-20;30;3;3;675,00;20;13500,00;9501,64
2023-07-21;1;1;3;5220,00;6;31320,00;21144,84
2023-07-21;1;2;3;5220,00;10;52200,00;36530,54
2023-07-21;1;3;3;5220,00;9;46980,00;34928,64
2023-07-21;2;1;3;4230,00;18;76140,00;52275,39
2023-07-21;2;2;3;4230,00;14;59220,00;39046,78
2023-07-21;2;3;3;4230,00;14;59220,00;38423,42
2023-07-21;3;1;3;3420,00;16;54720,00;38266,42
2023-07-21;3;2;3;3420,00;15;51300,00;33415,70
2023-07-21;3;3;3;3420,00;6;20520,00;14745,09
2023-07-21;4;1;3;1710,00;11;18810,00;13191,89
2023-07-21;4;2;3;1710,00;15;25650,00;16595,10
2023-07-21;4;3;3;1710,00;8;13680,00;9373,15
2023-07-21;5;1;3;1260,00;16;20160,00;13237,81
2023-07-21;5;2;3;1260,00;16;20160,00;13774,02
2023-07-21;5;3;3;1260,00;4;5040,00;3480,49
2023-07-21;6;1;3;2880,00;7;20160,00;12725,10
2023-07-21;6;2;3;2880,00;22;63360,00;45896,46
2023-07-21;6;3;3;2880,00;4;11520,00;6969,59
2023-07-21;7;1;3;1530,00;14;21420,00;15530,17
2023-07-21;7;2;3;1530,00;6;9180,00;6802,13
2023-07-21;7;3;3;1530,00;6;9180,00;6257,71
2023-07-21;8;1;3;5580,00;15;83700,00;51964,58
2023-07-21;8;2;3;5580,00;21;117180,00;83968,14
2023-07-21;8;3;3;5580,00;12;66960,00;49735,24
2023-07-21;9;1;3;8550,00;2;17100,00;10823,54
2023-07-21;9;2;3;8550,00;2;17100,00;12012,77
2023-07-21;9;3;3;8550,00;4;34200,00;23940,91
2023-07-21;10;1;3;6480,00;3;19440,00;12199,11
2023-07-21;10;2;3;6480,00;2;12960,00;9665,78
2023-07-21;10;3;3;6480,00;4;25920,00;19335,21
2023-07-21;11;1;3;3600,00;3;10800,00;6495,18
2023-07-21;11;2;3;3600,00;7;25200,00;16219,15
2023-07-21;11;3;3;3600,00;5;18000,00;12651,24
2023-07-21;12;1;3;2700,00;8;21600,00;14529,90
2023-07-21;12;2;3;2700,00;2;5400,00;3927,95
2023-07-21;12;3;3;2700,00;2;5400,00;3452,15
2023-07-21;13;1;3;3060,00;8;24480,00;17552,31
2023-07-21;13;2;3;3060,00;4;12240,00;8326,89
2023-07-21;13;3;3;3060,00;4;12240,00;7735,25
2023-07-21;14;1;3;3150,00;4;12600,00;7711,99
2023-07-21;14;2;3;3150,00;3;9450,00;6617,63
2023-07-21;14;3;3;3150,00;2;6300,00;4307,10
2023-07-21;15;1;3;7020,00;4;28080,00;19219,27
2023-07-21;15;2;3;7020,00;9;63180,00;43040,50
2023-07-21;15;3;3;7020,00;4;28080,00;19462,63
2023-07-21;16;1;3;3780,00;2;7560,00;5655,07
2023-07-21;16;2;3;3780,00;2;7560,00;5247,26
2023-07-21;16;3;3;3780,00;2;7560,00;4600,61
2023-07-21;17;1;3;5580,00;2;11160,00;7198,99
2023-07-21;17;2;3;5580,00;6;33480,00;22675,81
2023-07-21;17;3;3;5580,00;4;22320,00;14102,74
2023-07-21;18;1;3;4950,00;3;14850,00;9111,83
2023-07-21;18;2;3;4950,00;1;4950,00;3336,86
2023-07-21;18;3;3;4950,00;4;19800,00;13595,21
2023-07-21;19;1;3;1620,00;1;1620,00;1024,64
2023-07-21;19;2;3;1620,00;2;3240,00;2381,58
2023-07-21;19;3;3;1620,00;3;4860,00;3553,68
2023-07-21;20;1;3;2700,00;3;8100,00;5237,36
2023-07-21;20;2;3;2700,00;2;5400,00;3277,56
2023-07-21;20;3;3;2700,00;2;5400,00;4037,69
2023-07-21;21;1;3;1710,00;37;63270,00;40612,44
2023-07-21;21;2;3;1710,00;40;68400,00;47411,34
2023-07-21;21;3;3;1710,00;19;32490,00;23576,40
2023-07-21;22;1;3;1980,00;12;23760,00;16837,82
2023-07-21;22;2;3;1980,00;20;39600,00;28938,25
2023-07-21;22;3;3;1980,00;29;57420,00;37643,17
2023-07-21;23;1;3;405,00;30;12150,00;8834,81
2023-07-21;23;2;3;405,00;36;14580,00;9643,17
2023-07-21;23;3;3;405,00;28;11340,00;7440,06
2023-07-21;24;1;3;765,00;26;19890,00;13208,75
2023-07-21;24;2;3;765,00;27;20655,00;15148,87
2023-07-21;24;3;3;765,00;31;23715,00;14911,73
2023-07-21;25;1;3;990,00;34;33660,00;21998,08
2023-07-21;25;2;3;990,00;16;15840,00;10262,34
2023-07-21;25;3;3;990,00;28;27720,00;19419,66
2023-07-21;26;1;3;4050,00;9;36450,00;23770,00
2023-07-21;26;2;3;4050,00;8;32400,00;20137,85
2023-07-21;26;3;3;4050,00;2;8100,00;4991,30
2023-07-21;27;1;3;2070,00;9;18630,00;12485,09
2023-07-21;27;2;3;2070,00;6;12420,00;8167,95
2023-07-21;27;3;3;2070,00;5;10350,00;7424,03
2023-07-21;28;1;3;1350,00;3;4050,00;2588,83
2023-07-21;28;2;3;1350,00;3;4050,00;2670,26
2023-07-21;28;3;3;1350,00;4;5400,00;3582,47
2023-07-21;29;1;3;540,00;16;8640,00;6440,21
2023-07-21;29;2;3;540,00;36;19440,00;13006,57
2023-07-21;29;3;3;540,00;10;5400,00;3258,78
2023-07-21;30;1;3;675,00;22;14850,00;10915,41
2023-07-21;30;2;3;675,00;26;17550,00;11266,90
2023-07-21;30;3;3;675,00;8;5400,00;3603,80
2023-07-22;1;1;3;5220,00;17;88740,00;59242,58
2023-07-22;1;2;3;5220,00;24;125280,00;79181,43
2023-07-22;1;3;3;5220,00;13;67860,00;43099,49
2023-07-22;2;1;3;4230,00;8;33840,00;21724,84
2023-07-22;2;2;3;4230,00;13;54990,00;38463,34
2023-07-22;2;3;3;4230,00;8;33840,00;20920,14
2023-07-22;3;1;3;3420,00;5;17100,00;10520,64
2023-07-22;3;2;3;3420,00;24;82080,00;51909,42
2023-07-22;3;3;3;3420,00;13;44460,00;29135,44
2023-07-22;4;1;3;1710,00;5;8550,00;5292,69
2023-07-22;4;2;3;1710,00;8;13680,00;9546,20
2023-07-22;4;3;3;1710,00;6;10260,00;7275,45
2023-07-22;5;1;3;1260,00;18;22680,00;16361,66
2023-07-22;5;2;3;1260,00;24;30240,00;21476,89
2023-07-22;5;3;3;1260,00;11;13860,00;8902,18
2023-07-22;6;1;3;2880,00;19;54720,00;38725,24
2023-07-22;6;2;3;2880,00;12;34560,00;25025,20
2023-07-22;6;3;3;2880,00;16;46080,00;28120,15
2023-07-22;7;1;3;1530,00;8;12240,00;9025,09
2023-07-22;7;2;3;1530,00;22;33660,00;21721,59
2023-07-22;7;3;3;1530,00;8;12240,00;8558,34
2023-07-22;8;1;3;5580,00;17;94860,00;64536,73
2023-07-22;8;2;3;5580,00;19;106020,00;69077,30
2023-07-22;8;3;3;5580,00;16;89280,00;65500,91
2023-07-22;9;1;3;8550,00;3;25650,00;18826,92
2023-07-22;9;2;3;8550,00;2;17100,00;11390,59
2023-07-22;9;3;3;8550,00;2;17100,00;11945,89
2023-07-22;10;1;3;6480,00;2;12960,00;8327,06
2023-07-22;10;2;3;6480,00;4;25920,00;17208,76
2023-07-22;10;3;3;6480,00;4;25920,00;16800,83
2023-07-22;11;1;3;3600,00;2;7200,00;5155,69
2023-07-22;11;2;3;3600,00;9;32400,00;24031,52
2023-07-22;11;3;3;3600,00;5;18000,00;11755,68
2023-07-22;12;1;3;2700,00;4;10800,00;7899,45
2023-07-22;12;2;3;2700,00;3;8100,00;5728,66
2023-07-22;12;3;3;2700,00;4;10800,00;6689,83
2023-07-22;13;1;3;3060,00;7;21420,00;15728,06
2023-07-22;13;2;3;3060,00;9;27540,00;17218,30
2023-07-22;13;3;3;3060,00;4;12240,00;8159,27
2023-07-22;14;1;3;3150,00;3;9450,00;6632,89
2023-07-22;14;2;3;3150,00;2;6300,00;4457,92
2023-07-22;14;3;3;3150,00;2;6300,00;4542,44
2023-07-22;15;1;3;7020,00;8;56160,00;40317,48
2023-07-22;15;2;3;7020,00;6;42120,00;27662,13
2023-07-22;15;3;3;7020,00;6;42120,00;27008,66
2023-07-22;16;1;3;3780,00;3;11340,00;7055,32
2023-07-22;16;2;3;3780,00;2;7560,00;5034,56
2023-07-22;16;3;3;3780,00;2;7560,00;5262,08
2023-07-22;17;1;3;5580,00;1;5580,00;3806,40
2023-07-22;17;2;3;5580,00;3;16740,00;11422,41
2023-07-22;17;3;3;5580,00;3;16740,00;11666,93
2023-07-22;18;1;3;4950,00;4;19800,00;14492,95
2023-07-22;18;2;3;4950,00;6;29700,00;21948,35
2023-07-22;18;3;3;4950,00;4;19800,00;14092,46
2023-07-22;19;1;3;1620,00;5;8100,00;5486,59
2023-07-22;19;2;3;1620,00;1;1620,00;1013,54
2023-07-22;19;3;3;1620,00;1;1620,00;1174,43
2023-07-22;20;1;3;2700,00;3;8100,00;6005,71
2023-07-22;20;2;3;2700,00;3;8100,00;5336,46
2023-07-22;20;3;3;2700,00;0;0,00;0,00
2023-07-22;21;1;3;1710,00;38;64980,00;47257,13
2023-07-22;21;2;3;1710,00;45;76950,00;56431,37
2023-07-22;21;3;3;1710,00;29;49590,00;31776,04
2023-07-22;22;1;3;1980,00;25;49500,00;30132,89
2023-07-22;22;2;3;1980,00;13;25740,00;17813,90
2023-07-22;22;3;3;1980,00;21;41580,00;26588,72
2023-07-22;23;1;3;405,00;40;16200,00;11048,94
2023-07-22;23;2;3;405,00;44;17820,00;12699,45
2023-07-22;23;3;3;405,00;24;9720,00;6451,67
2023-07-22;24;1;3;765,00;12;9180,00;5995,29
2023-07-22;24;2;3;765,00;32;24480,00;16206,00
2023-07-22;24;3;3;765,00;8;6120,00;3812,11
2023-07-22;25;1;3;990,00;10;9900,00;7161,87
2023-07-22;25;2;3;990,00;28;27720,00;16666,10
2023-07-22;25;3;3;990,00;24;23760,00;16061,15
2023-07-22;26;1;3;4050,00;3;12150,00;8173,37
2023-07-22;26;2;3;4050,00;12;48600,00;35945,15
2023-07-22;26;3;3;4050,00;4;16200,00;10113,14
2023-07-22;27;1;3;2070,00;3;6210,00;4333,98
2023-07-22;27;2;3;2070,00;9;18630,00;13160,71
2023-07-22;27;3;3;2070,00;2;4140,00;2594,74
2023-07-22;28;1;3;1350,00;5;6750,00;4628,66
2023-07-22;28;2;3;1350,00;9;12150,00;8886,39
2023-07-22;28;3;3;1350,00;7;9450,00;5808,14
2023-07-22;29;1;3;540,00;17;9180,00;5552,63
2023-07-22;29;2;3;540,00;33;17820,00;12557,08
2023-07-22;29;3;3;540,00;21;11340,00;7234,08
2023-07-22;30;1;3;675,00;13;8775,00;6034,34
2023-07-22;30;2;3;675,00;16;10800,00;7082,21
2023-07-22;30;3;3;675,00;12;8100,00;5399,15
2023-07-23;1;1;3;5220,00;20;104400,00;64018,72
2023-07-23;1;2;3;5220,00;19;99180,00;60750,16
2023-07-23;1;3;3;5220,00;16;83520,00;58883,63
2023-07-23;2;1;3;4230,00;11;46530,00;31819,68
2023-07-23;2;2;3;4230,00;22;93060,00;63668,86
2023-07-23;2;3;3;4230,00;15;63450,00;44309,07
2023-07-23;3;1;3;3420,00;19;64980,00;42032,44
2023-07-23;3;2;3;3420,00;7;23940,00;17476,03
2023-07-23;3;3;3;3420,00;5;17100,00;12219,66
2023-07-23;4;1;3;1710,00;20;34200,00;23515,79
2023-07-23;4;2;3;1710,00;13;22230,00;13433,65
2023-07-23;4;3;3;1710,00;8;13680,00;8350,72
2023-07-23;5;1;3;1260,00;6;7560,00;5208,42
2023-07-23;5;2;3;1260,00;10;12600,00;7785,37
2023-07-23;5;3;3;1260,00;7;8820,00;5910,64
2023-07-23;6;1;3;2880,00;10;28800,00;19678,95
2023-07-23;6;2;3;2880,00;10;28800,00;17314,88
2023-07-23;6;3;3;2880,00;13;37440,00;27334,94
2023-07-23;7;1;3;1530,00;18;27540,00;20646,49
2023-07-23;7;2;3;1530,00;15;22950,00;15305,76
2023-07-23;7;3;3;1530,00;16;24480,00;15549,93
2023-07-23;8;1;3;5580,00;14;78120,00;46952,86
2023-07-23;8;2;3;5580,00;18;100440,00;61824,51
2023-07-23;8;3;3;5580,00;12;66960,00;45721,02
2023-07-23;9;1;3;8550,00;5;42750,00;29928,47
2023-07-23;9;2;3;8550,00;9;76950,00;56090,95
2023-07-23;9;3;3;8550,00;4;34200,00;21180,64
2023-07-23;10;1;3;6480,00;2;12960,00;8010,18
2023-07-23;10;2;3;6480,00;8;51840,00;36036,25
2023-07-23;10;3;3;6480,00;1;6480,00;4070,58
2023-07-23;11;1;3;3600,00;7;25200,00;15172,44
2023-07-23;11;2;3;3600,00;2;7200,00;4850,20
2023-07-23;11;3;3;3600,00;4;14400,00;9019,75
2023-07-23;12;1;3;2700,00;4;10800,00;7389,19
2023-07-23;12;2;3;2700,00;4;10800,00;7807,45
2023-07-23;12;3;3;2700,00;3;8100,00;5405,75
2023-07-23;13;1;3;3060,00;4;12240,00;7693,93
2023-07-23;13;2;3;3060,00;2;6120,00;3880,37
2023-07-23;13;3;3;3060,00;2;6120,00;3863,19
2023-07-23;14;1;3;3150,00;2;6300,00;4612,92
2023-07-23;14;2;3;3150,00;6;18900,00;12254,53
2023-07-23;14;3;3;3150,00;3;9450,00;5746,55
2023-07-23;15;1;3;7020,00;7;49140,00;31521,36
2023-07-23;15;2;3;7020,00;2;14040,00;9253,09
2023-07-23;15;3;3;7020,00;2;14040,00;9152,18
2023-07-23;16;1;3;3780,00;5;18900,00;13016,33
2023-07-23;16;2;3;3780,00;1;3780,00;2387,97
2023-07-23;16;3;3;3780,00;3;11340,00;7915,70
2023-07-23;17;1;3;5580,00;2;11160,00;7320,45
2023-07-23;17;2;3;5580,00;6;33480,00;22831,08
2023-07-23;17;3;3;5580,00;3;16740,00;12205,33
2023-07-23;18;1;3;4950,00;3;14850,00;10095,00
2023-07-23;18;2;3;4950,00;6;29700,00;22164,17
2023-07-23;18;3;3;4950,00;1;4950,00;3302,81
2023-07-23;19;1;3;1620,00;2;3240,00;1948,10
2023-07-23;19;2;3;1620,00;2;3240,00;2109,88
2023-07-23;19;3;3;1620,00;4;6480,00;4495,93
2023-07-23;20;1;3;2700,00;4;10800,00;6532,25
2023-07-23;20;2;3;2700,00;2;5400,00;3850,43
2023-07-23;20;3;3;2700,00;1;2700,00;1974,73
2023-07-23;21;1;3;1710,00;26;44460,00;28478,82
2023-07-23;21;2;3;1710,00;37;63270,00;43327,98
2023-07-23;21;3;3;1710,00;17;29070,00;18517,80
2023-07-23;22;1;3;1980,00;12;23760,00;17128,53
2023-07-23;22;2;3;1980,00;16;31680,00;21641,22
2023-07-23;22;3;3;1980,00;29;57420,00;38229,26
2023-07-23;23;1;3;405,00;30;12150,00;7881,83
2023-07-23;23;2;3;405,00;42;17010,00;11450,71
2023-07-23;23;3;3;405,00;20;8100,00;5668,22
2023-07-23;24;1;3;765,00;22;16830,00;11518,11
2023-07-23;24;2;3;765,00;15;11475,00;7995,20
2023-07-23;24;3;3;765,00;28;21420,00;14976,33
2023-07-23;25;1;3;990,00;32;31680,00;23122,93
2023-07-23;25;2;3;990,00;46;45540,00;31514,60
2023-07-23;25;3;3;990,00;19;18810,00;12997,70
2023-07-23;26;1;3;4050,00;4;16200,00;10800,44
2023-07-23;26;2;3;4050,00;7;28350,00;20155,65
2023-07-23;26;3;3;4050,00;4;16200,00;10629,07
2023-07-23;27;1;3;2070,00;8;16560,00;10146,76
2023-07-23;27;2;3;2070,00;8;16560,00;10765,65
2023-07-23;27;3;3;2070,00;4;8280,00;5230,71
2023-07-23;28;1;3;1350,00;9;12150,00;8928,65
2023-07-23;28;2;3;1350,00;12;16200,00;11850,15
2023-07-23;28;3;3;1350,00;6;8100,00;5424,54
2023-07-23;29;1;3;540,00;20;10800,00;7999,10
2023-07-23;29;2;3;540,00;21;11340,00;8389,25
2023-07-23;29;3;3;540,00;20;10800,00;7900,33
2023-07-23;30;1;3;675,00;15;10125,00;6551,16
2023-07-23;30;2;3;675,00;15;10125,00;6357,35
2023-07-23;30;3;3;675,00;9;6075,00;4396,35
2023-07-24;1;1;3;5220,00;6;31320,00;22676,87
2023-07-24;1;2;3;5220,00;10;52200,00;36717,30
2023-07-24;1;3;3;5220,00;16;83520,00;60973,10
2023-07-24;2;1;3;4230,00;18;76140,00;55242,67
2023-07-24;2;2;3;4230,00;13;54990,00;39252,30
2023-07-24;2;3;3;4230,00;6;25380,00;16745,54
2023-07-24;3;1;3;3420,00;11;37620,00;24547,99
2023-07-24;3;2;3;3420,00;10;34200,00;21428,49
2023-07-24;3;3;3;3420,00;8;27360,00;17024,97
2023-07-24;4;1;3;1710,00;11;18810,00;13588,53
2023-07-24;4;2;3;1710,00;19;32490,00;23117,07
2023-07-24;4;3;3;1710,00;4;6840,00;4436,29
2023-07-24;5;1;3;1260,00;19;23940,00;16874,57
2023-07-24;5;2;3;1260,00;22;27720,00;19588,82
2023-07-24;5;3;3;1260,00;7;8820,00;5601,05
2023-07-24;6;1;3;2880,00;12;34560,00;21130,78
2023-07-24;6;2;3;2880,00;12;34560,00;25601,66
2023-07-24;6;3;3;2880,00;15;43200,00;31682,18
2023-07-24;7;1;3;1530,00;12;18360,00;11605,65
2023-07-24;7;2;3;1530,00;21;32130,00;20062,22
2023-07-24;7;3;3;1530,00;14;21420,00;16000,21
2023-07-24;8;1;3;5580,00;7;39060,00;26177,95
2023-07-24;8;2;3;5580,00;8;44640,00;32454,76
2023-07-24;8;3;3;5580,00;5;27900,00;18486,15
2023-07-24;9;1;3;8550,00;4;34200,00;21588,80
2023-07-24;9;2;3;8550,00;7;59850,00;41663,11
2023-07-24;9;3;3;8550,00;3;25650,00;17931,16
2023-07-24;10;1;3;6480,00;5;32400,00;24250,08
2023-07-24;10;2;3;6480,00;4;25920,00;18340,88
2023-07-24;10;3;3;6480,00;1;6480,00;4194,44
2023-07-24;11;1;3;3600,00;2;7200,00;5321,07
2023-07-24;11;2;3;3600,00;3;10800,00;6914,89
2023-07-24;11;3;3;3600,00;2;7200,00;5268,10
2023-07-24;12;1;3;2700,00;4;10800,00;6975,22
2023-07-24;12;2;3;2700,00;9;24300,00;16501,58
2023-07-24;12;3;3;2700,00;6;16200,00;10646,39
2023-07-24;13;1;3;3060,00;2;6120,00;3939,22
2023-07-24;13;2;3;3060,00;8;24480,00;14866,91
2023-07-24;13;3;3;3060,00;6;18360,00;12280,97
2023-07-24;14;1;3;3150,00;5;15750,00;9876,12
2023-07-24;14;2;3;3150,00;4;12600,00;8885,55
2023-07-24;14;3;3;3150,00;6;18900,00;12390,66
2023-07-24;15;1;3;7020,00;4;28080,00;18393,62
2023-07-24;15;2;3;7020,00;3;21060,00;15039,64
2023-07-24;15;3;3;7020,00;5;35100,00;22765,17
2023-07-24;16;1;3;3780,00;4;15120,00;9883,02
2023-07-24;16;2;3;3780,00;2;7560,00;5165,37
2023-07-24;16;3;3;3780,00;4;15120,00;10082,43
2023-07-24;17;1;3;5580,00;2;11160,00;7363,53
2023-07-24;17;2;3;5580,00;6;33480,00;20258,69
2023-07-24;17;3;3;5580,00;0;0,00;0,00
2023-07-24;18;1;3;4950,00;4;19800,00;14283,37
2023-07-24;18;2;3;4950,00;3;14850,00;10100,19
2023-07-24;18;3;3;4950,00;3;14850,00;9182,52
2023-07-24;19;1;3;1620,00;4;6480,00;4004,50
2023-07-24;19;2;3;1620,00;6;9720,00;6586,69
2023-07-24;19;3;3;1620,00;4;6480,00;4382,91
2023-07-24;20;1;3;2700,00;1;2700,00;1783,97
2023-07-24;20;2;3;2700,00;6;16200,00;11667,48
2023-07-24;20;3;3;2700,00;3;8100,00;5300,42
2023-07-24;21;1;3;1710,00;38;64980,00;47501,55
2023-07-24;21;2;3;1710,00;45;76950,00;56928,90
2023-07-24;21;3;3;1710,00;19;32490,00;22937,57
2023-07-24;22;1;3;1980,00;31;61380,00;41699,90
2023-07-24;22;2;3;1980,00;39;77220,00;48461,73
2023-07-24;22;3;3;1980,00;29;57420,00;42209,86
2023-07-24;23;1;3;405,00;16;6480,00;4413,89
2023-07-24;23;2;3;405,00;22;8910,00;5626,88
2023-07-24;23;3;3;405,00;8;3240,00;1944,17
2023-07-24;24;1;3;765,00;11;8415,00;5621,40
2023-07-24;24;2;3;765,00;31;23715,00;17637,50
2023-07-24;24;3;3;765,00;16;12240,00;7705,69
2023-07-24;25;1;3;990,00;26;25740,00;17053,38
2023-07-24;25;2;3;990,00;39;38610,00;25621,96
2023-07-24;25;3;3;990,00;15;14850,00;10415,28
2023-07-24;26;1;3;4050,00;5;20250,00;13531,48
2023-07-24;26;2;3;4050,00;7;28350,00;17248,85
2023-07-24;26;3;3;4050,00;8;32400,00;23170,66
2023-07-24;27;1;3;2070,00;7;14490,00;8892,33
2023-07-24;27;2;3;2070,00;10;20700,00;14489,23
2023-07-24;27;3;3;2070,00;4;8280,00;5635,60
2023-07-24;28;1;3;1350,00;4;5400,00;3645,30
2023-07-24;28;2;3;1350,00;4;5400,00;3880,81
2023-07-24;28;3;3;1350,00;2;2700,00;1769,05
2023-07-24;29;1;3;540,00;16;8640,00;5945,31
2023-07-24;29;2;3;540,00;22;11880,00;8150,73
2023-07-24;29;3;3;540,00;20;10800,00;7318,42
2023-07-24;30;1;3;675,00;23;15525,00;9712,99
2023-07-24;30;2;3;675,00;26;17550,00;11048,86
2023-07-24;30;3;3;675,00;14;9450,00;6718,92
2023-07-25;1;1;3;5220,00;16;83520,00;59433,37
2023-07-25;1;2;3;5220,00;22;114840,00;84277,46
2023-07-25;1;3;3;5220,00;4;20880,00;15314,27
2023-07-25;2;1;3;4230,00;16;67680,00;41796,28
